D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_05_509.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_05_509.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_05_509.jpg, 0, 0, 0, 6.843688
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_05_627.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_05_627.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_05_627.jpg, 0, 0, 0, 6.541159
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_05_733.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_05_733.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_05_733.jpg, 0, 0, 0, 6.260892
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_05_838.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_05_838.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_05_838.jpg, 0, 0, 0, 6.022293
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_05_951.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_05_951.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_05_951.jpg, 0, 0, 0, 5.79881
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_06_056.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_06_056.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_06_056.jpg, 0, 0, 0, 5.537238
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_06_162.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_06_162.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_06_162.jpg, 0, 0, 0, 2.777418
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_06_273.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_06_273.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_06_273.jpg, 0, 0, 0, 0.8010265
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_06_383.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_06_383.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_06_383.jpg, 0, 0, 0, 0.05392122
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_06_490.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_06_490.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_06_490.jpg, 0, 0, 0, 0.03538388
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_06_591.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_06_591.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_06_591.jpg, 0, 0, 0, 0.02114367
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_06_704.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_06_704.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_06_704.jpg, 0, 0, 0, 0.009264849
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_06_815.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_06_815.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_06_815.jpg, 0, 0, 0, 0.00350527
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_06_919.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_06_919.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_06_919.jpg, 0, 0, 0, 0.001174496
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_07_022.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_07_022.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_07_022.jpg, 0, 0, 0, 0.0008805525
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_07_136.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_07_136.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_07_136.jpg, -0.3329738, 0.231107, 0, 0.004071229
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_07_263.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_07_263.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_07_263.jpg, -0.7086876, 0, 0, 0.006552758
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_07_375.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_07_375.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_07_375.jpg, -1, 0, 0, 0.005284192
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_07_479.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_07_479.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_07_479.jpg, -1, 0, 0, 0.002601657
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_07_583.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_07_583.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_07_583.jpg, -1, 0.3128417, 0, 0.001874111
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_07_695.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_07_695.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_07_695.jpg, -1, 0.6487795, 0, 0.002652455
D:\learning\AI_car\simulator-windows-64\IMG\center_2018_11_02_08_54_07_798.jpg, D:\learning\AI_car\simulator-windows-64\IMG\left_2018_11_02_08_54_07_798.jpg, D:\learning\AI_car\simulator-windows-64\IMG\right_2018_11_02_08_54_07_798.jpg, -1, 0.9492118, 0, 0.002950455
